1
Input Files/7.txt
0 5000
ancient 1 0 
and 1 0 
anda 1 0 
andnay 1 0 
angel 1 0 
angels 1 0 
angrily 1 0 
angry 1 0 
anguish 1 0 
animal 1 0 
animated 1 0 
animation 1 0 
ankle 1 0 
annihilate 1 0 
annihilated 1 0 
announce 1 0 
annoyance 1 0 
annoyed 1 0 
annum 1 0 
anon 1 0 
another 1 0 
answer 1 0 
answered 1 0 
answering 1 0 
anticipate 1 0 
anticipated 1 0 
anticipating 1 0 
antipathy 1 0 
anxious 1 0 
anxiously 1 0 
any 1 0 
anybody 1 0 
anyone 1 0 
anyones 1 0 
anything 1 0 
anywhere 1 0 
apart 1 0 
apartment 1 0 
apology 1 0 
appalled 1 0 
apparent 1 0 
apparently 1 0 
appeal 1 0 
appealing 1 0 
appearance 1 0 
appeared 1 0 
appearing 1 0 
appears 1 0 
appellation 1 0 
appetite 1 0 
applause 1 0 
apple 1 0 
apples 1 0 
applied 1 0 
appointed 1 0 
appreciate 1 0 
approached 1 0 
approaching 1 0 
apron 1 0 
arched 1 0 
archer 1 0 
ardently 1 0 
are 1 0 
argument 1 0 
arid 1 0 
arm 1 0 
arms 1 0 
army 1 0 
arose 1 0 
around 1 0 
arrange 1 0 
arrested 1 0 
arresting 1 0 
arrival 1 0 
arrived 1 0 
arrogance 1 0 
arrows 1 0 
art 1 0 
artful 1 0 
as 1 0 
ascent 1 0 
ascertain 1 0 
ascribed 1 0 
ashamed 1 0 
ashes 1 0 
aside 1 0 
ask 1 0 
askance 1 0 
asked 1 0 
asking 1 0 
asleep 1 0 
aspect 1 0 
ass 1 0 
assailant 1 0 
assembly 1 0 
assert 1 0 
assertion 1 0 
asses 1 0 
assiduously 1 0 
assisting 1 0 
association 1 0 
assure 1 0 
assured 1 0 
astir 1 0 
astonished 1 0 
asunder 1 0 
at 1 0 
ate 1 0 
athletic 1 0 
atom 1 0 
atoms 1 0 
attachment 1 0 
attachments 1 0 
attempt 1 0 
attempted 1 0 
attempting 1 0 
attempts 1 0 
attend 1 0 
attendance 1 0 
attended 1 0 
attending 1 0 
attention 1 0 
attentive 1 0 
attracted 1 0 
attraction 1 0 
attractions 1 0 
audibly 1 0 
aught 1 0 
aunt 1 0 
author 1 0 
authority 1 0 
avarice 1 0 
averred 1 0 
aversion 1 0 
avoid 1 0 
avoided 1 0 
awake 1 0 
awakened 1 0 
aware 1 0 
away 1 0 
awful 1 0 
baby 1 0 
back 1 0 
backhe 1 0 
bad 1 0 
bade 1 0 
badly 1 0 
bairn 1 0 
bairnies 1 0 
bairns 1 0 
baiting 1 0 
ban 1 0 
band 1 0 
banish 1 0 
banished 1 0 
banishment 1 0 
banister 1 0 
banning 1 0 
bare 1 0 
barefoot 1 0 
bargain 1 0 
barn 1 0 
barren 1 0 
bars 1 0 
basely 1 0 
basement 1 0 
basin 1 0 
basket 1 0 
bass 1 0 
bassoons 1 0 
be 1 0 
beaded 1 0 
bear 1 0 
beard 1 0 
beast 1 0 
beasts 1 0 
beat 1 0 
beaten 1 0 
beautiful 1 0 
beautifula 1 0 
beautifully 1 0 
beauty 1 0 
beaver 1 0 
became 1 0 
because 1 0 
beck 1 0 
beclouded 1 0 
become 1 0 
bed 1 0 
bedclothes 1 0 
bedside 1 0 
bedtime 1 0 
been 1 0 
befall 1 0 
befallen 1 0 
befitting 1 0 
before 1 0 
beg 1 0 
began 1 0 
beggarly 1 0 
beggars 1 0 
begged 1 0 
begin 1 0 
beginning 1 0 
begone 1 0 
begun 1 0 
behalf 1 0 
behaved 1 0 
behaving 1 0 
behaviour 1 0 
behind 1 0 
behold 1 0 
beholding 1 0 
being 1 0 
belie 1 0 
belied 1 0 
believe 1 0 
believed 1 0 
believing 1 0 
bell 1 0 
bellows 1 0 
belonged 1 0 
below 1 0 
bench 1 0 
benches 1 0 
bend 1 0 
bending 1 0 
beneath 1 0 
benefactor 1 0 
benefit 1 0 
benefiting 1 0 
benevolence 1 0 
bent 1 0 
benumbed 1 0 
beseeching 1 0 
besetting 1 0 
beside 1 0 
besides 1 0 
best 1 0 
bestow 1 0 
bestowed 1 0 
bestowing 1 0 
betook 1 0 
betrayed 1 0 
better 1 0 
between 1 0 
beware 1 0 
bewilders 1 0 
beyond 1 0 
bible 1 0 
bid 1 0 
bidding 1 0 
big 1 0 
billowy 1 0 
bind 1 0 
bird 1 0 
birth 1 0 
bit 1 0 
bitten 1 0 
bitter 1 0 
bitterly 1 0 
black 1 0 
blackguard 1 0 
blame 1 0 
blanker 1 0 
blasphemer 1 0 
blast 1 0 
blaze 1 0 
bleak 1 0 
bled 1 0 
bleeds 1 0 
blessing 1 0 
blighted 1 0 
blind 1 0 
blisters 1 0 
blood 1 0 
bloody 1 0 
blotted 1 0 
blow 1 0 
blowing 1 0 
blows 1 0 
blubbered 1 0 
blue 1 0 
blushed 1 0 
blushing 1 0 
blustered 1 0 
boards 1 0 
boasted 1 0 
boath 1 0 
bodily 1 0 
body 1 0 
bog 1 0 
bold 1 0 
boldly 1 0 
bolt 1 0 
bonnet 1 0 
bonnetless 1 0 
bonniest 1 0 
bonny 1 0 
book 1 0 
books 1 0 
bordered 1 0 
bore 1 0 
born 1 0 
borne 1 0 
borrowed 1 0 
borrowing 1 0 
both 1 0 
bothom 1 0 
bottle 1 0 
bottom 1 0 
bough 1 0 
bought 1 0 
bound 1 0 
bounding 1 0 
bountiful 1 0 
bow 1 0 
box 1 0 
boy 1 0 
boyhood 1 0 
boyyet 1 0 
brace 1 0 
brain 1 0 
brains 1 0 
branch 1 0 
branches 1 0 
branderham 1 0 
brandy 1 0 
brass 1 0 
brat 1 0 
brats 1 0 
bravely 1 0 
brazened 1 0 
breadyou 1 0 
break 1 0 
breakfast 1 0 
breakfasts 1 0 
breaking 1 0 
breast 1 0 
breath 1 0 
breathe 1 0 
breathed 1 0 
breathing 1 0 
breathless 1 0 
breaths 1 0 
bred 1 0 
breed 1 0 
brethren 1 0 
brief 1 0 
bright 1 0 
brightened 1 0 
brightness 1 0 
brilliant 1 0 
brindled 1 0 
bring 1 0 
bringing 1 0 
briskly 1 0 
broad 1 0 
broke 1 0 
broken 1 0 
brooding 1 0 
brother 1 0 
brothers 1 0 
brought 1 0 
brown 1 0 
brows 1 0 
browsshe 1 0 
bruises 1 0 
brush 1 0 
brutally 1 0 
brute 1 0 
bud 1 0 
building 1 0 
bull 1 0 
bundle 1 0 
bundled 1 0 
burden 1 0 
burial 1 0 
buried 1 0 
burning 1 0 
burnished 1 0 
burst 1 0 
bursting 1 0 
business 1 0 
bustled 1 0 
bustling 1 0 
busy 1 0 
but 1 0 
buy 1 0 
by 1 0 
bye 1 0 
caint 1 0 
cake 1 0 
cakes 1 0 
calamity 1 0 
calculate 1 0 
calculated 1 0 
call 1 0 
called 1 0 
calledshe 1 0 
calling 1 0 
calm 1 0 
calmer 1 0 
cambric 1 0 
came 1 0 
can 1 0 
canary 1 0 
candle 1 0 
candlelight 1 0 
candles 1 0 
canle 1 0 
cannot 1 0 
canst 1 0 
cant 1 0 
capable 1 0 
caprice 1 0 
caprices 1 0 
cards 1 0 
care 1 0 
cared 1 0 
carefully 1 0 
careless 1 0 
carelessly 1 0 
carelessness 1 0 
cares 1 0 
caresses 1 0 
carethe 1 0 
carols 1 0 
carpeted 1 0 
carriage 1 0 
carried 1 0 
carry 1 0 
cartwheels 1 0 
carved 1 0 
carving 1 0 
case 1 0 
casement 1 0 
cast 1 0 
castaway 1 0 
casting 1 0 
cat 1 0 
catastrophe 1 0 
catch 1 0 
catching 1 0 
catechised 1 0 
catechism 1 0 
catherine 1 0 
catherines 1 0 
cathy 1 0 
cathylay 1 0 
cathys 1 0 
cats 1 0 
caught 1 0 
cause 1 0 
caused 1 0 
causes 1 0 
causing 1 0 
cautiously 1 0 
cawlf 1 0 
cease 1 0 
ceased 1 0 
ceiling 1 0 
cellar 1 0 
centipede 1 0 
centre 1 0 
certain 1 0 
certainly 1 0 
chafing 1 0 
chain 1 0 
chains 1 0 
chair 1 0 
chairs 1 0 
chamber 1 0 
chamer 1 0 
chance 1 0 
chanced 1 0 
chandelier 1 0 
change 1 0 
changed 1 0 
changelingwicked 1 0 
changes 1 0 
channel 1 0 
chap 1 0 
chapel 1 0 
chapter 1 0 
chapters 1 0 
character 1 0 
charge 1 0 
charitable 1 0 
charity 1 0 
charm 1 0 
charming 1 0 
chart 1 0 
chastened 1 0 
chastisement 1 0 
chat 1 0 
chatter 1 0 
chattered 1 0 
chattering 1 0 
cheat 1 0 
cheated 1 0 
cheating 1 0 
cheek 1 0 
cheeks 1 0 
cheerful 1 0 
cheerfully 1 0 
cheese 1 0 
cherish 1 0 
cherished 1 0 
cherub 1 0 
chide 1 0 
chided 1 0 
chief 1 0 
child 1 0 
childhood 1 0 
childhoods 1 0 
childish 1 0 
children 1 0 
childrens 1 0 
childrento 1 0 
childs 1 0 
chill 1 0 
chimbley 1 0 
chimed 1 0 
chimney 1 0 
chin 1 0 
china 1 0 
chinks 1 0 
choice 1 0 
choose 1 0 
chose 1 0 
chozzen 1 0 
christendom 1 0 
christened 1 0 
christian 1 0 
christmas 1 0 
chubby 1 0 
church 1 0 
churl 1 0 
circle 1 0 
circumstance 1 0 
circumstances 1 0 
civilised 1 0 
civilities 1 0 
civility 1 0 
claim 1 0 
clambered 1 0 
clamorously 1 0 
clarionets 1 0 
clasped 1 0 
clasping 1 0 
class 1 0 
clatter 1 0 
clean 1 0 
cleaner 1 0 
cleaning 1 0 
clear 1 0 
clearly 1 0 
cleaved 1 0 
clergyman 1 0 
clergymans 1 0 
cleverly 1 0 
click 1 0 
climax 1 0 
clinging 1 0 
cloak 1 0 
cloaks 1 0 
clock 1 0 
cloised 1 0 
close 1 0 
closed 1 0 
closer 1 0 
closet 1 0 
closing 1 0 
cloth 1 0 
clothes 1 0 
cloud 1 0 
clouds 1 0 
cloudy 1 0 
clown 1 0 
clubs 1 0 
clung 1 0 
clutch 1 0 
coal 1 0 
coat 1 0 
coax 1 0 
coffee 1 0 
coincide 1 0 
cold 1 0 
collected 1 0 
college 1 0 
colossal 1 0 
colour 1 0 
colours 1 0 
colt 1 0 
colts 1 0 
column 1 0 
combat 1 0 
combed 1 0 
combing 1 0 
come 1 0 
comeare 1 0 
comed 1 0 
comer 1 0 
comes 1 0 
comfort 1 0 
comfortable 1 0 
comforting 1 0 
comfortless 1 0 
coming 1 0 
command 1 0 
commanding 1 0 
commence 1 0 
commenced 1 0 
commencedwaiting 1 0 
commencement 1 0 
commendation 1 0 
commendations 1 0 
commentary 1 0 
committed 1 0 
committing 1 0 
common 1 0 
communication 1 0 
communion 1 0 
compactly 1 0 
companion 1 0 
companionable 1 0 
companions 1 0 
company 1 0 
compared 1 0 
compassion 1 0 
compelled 1 0 
compelling 1 0 
complacent 1 0 
complained 1 0 
complaining 1 0 
complaints 1 0 
complete 1 0 
completely 1 0 
complexion 1 0 
complexioned 1 0 
comprehend 1 0 
comprehending 1 0 
comprehends 1 0 
comprehension 1 0 
conceal 1 0 
concealed 1 0 
concealment 1 0 
conceals 1 0 
conceit 1 0 
conceive 1 0 
concentrate 1 0 
concernedly 1 0 
concerning 1 0 
concerns 1 0 
concessions 1 0 
concluded 1 0 
concluding 1 0 
conclusion 1 0 
conclusions 1 0 
condemned 1 0 
condescendingly 1 0 
condition 1 0 
conduct 1 0 
cones 1 0 
confess 1 0 
confide 1 0 
confident 1 0 
confidently 1 0 
confined 1 0 
confirmed 1 0 
conflict 1 0 
confluence 1 0 
confound 1 0 
confounded 1 0 
confusion 1 0 
congregation 1 0 
conjectured 1 0 
conjuring 1 0 
connection 1 0 
conscience 1 0 
conscious 1 0 
consciousness 1 0 
consent 1 0 
consented 1 0 
consequence 1 0 
consequences 1 0 
consider 1 0 
considerable 1 0 
considerably 1 0 
consideration 1 0 
considered 1 0 
considering 1 0 
consolation 1 0 
console 1 0 
consoled 1 0 
constancy 1 0 
constant 1 0 
constantly 1 0 
consternation 1 0 
constitution 1 0 
consumption 1 0 
contact 1 0 
contained 1 0 
containing 1 0 
contemplation 1 0 
contempt 1 0 
contemptuously 1 0 
content 1 0 
contented 1 0 
contents 1 0 
continent 1 0 
continual 1 0 
continually 1 0 
continue 1 0 
continued 1 0 
continuedcathy 1 0 
contort 1 0 
contradict 1 0 
contradiction 1 0 
contrary 1 0 
contrast 1 0 
contributions 1 0 
contrived 1 0 
contrives 1 0 
control 1 0 
convalescent 1 0 
conversation 1 0 
converse 1 0 
converted 1 0 
convey 1 0 
conveyed 1 0 
conveying 1 0 
conviction 1 0 
convince 1 0 
convinced 1 0 
convulsions 1 0 
cooked 1 0 
cooks 1 0 
cool 1 0 
coolly 1 0 
coom 1 0 
coquette 1 0 
cordial 1 0 
cordiality 1 0 
corn 1 0 
corner 1 0 
corners 1 0 
corpses 1 0 
correcting 1 0 
correctly 1 0 
correspond 1 0 
corresponding 1 0 
cottage 1 0 
couch 1 0 
coughed 1 0 
coughing 1 0 
could 1 0 
couldnt 1 0 
counsel 1 0 
countenance 1 0 
counter 1 0 
counterpart 1 0 
counting 1 0 
country 1 0 
couple 1 0 
courage 1 0 
course 1 0 
court 1 0 
courtesy 1 0 
courting 1 0 
cousin 1 0 
cover 1 0 
covered 1 0 
covering 1 0 
covet 1 0 
covetousness 1 0 
cow 1 0 
cowardice 1 0 
cowardly 1 0 
coxcomb 1 0 
crags 1 0 
cram 1 0 
crammed 1 0 
cramming 1 0 
craterspatience 1 0 
creak 1 0 
creation 1 0 
creature 1 0 
creatures 1 0 
credit 1 0 
crept 1 0 
crescents 1 0 
cried 1 0 
crimson 1 0 
crisis 1 0 
critical 1 0 
croaked 1 0 
croaker 1 0 
cropped 1 0 
cross 1 0 
crossed 1 0 
crosser 1 0 
crosses 1 0 
crossing 1 0 
crossly 1 0 
crouched 1 0 
crowded 1 0 
crowners 1 0 
cruel 1 0 
crush 1 0 
crushed 1 0 
crushing 1 0 
cry 1 0 
cryill 1 0 
crying 1 0 
cub 1 0 
cuckoos 1 0 
cuffed 1 0 
culpable 1 0 
culprit 1 0 
cultivate 1 0 
cultivation 1 0 
cunningly 1 0 
cup 1 0 
cupboard 1 0 
cur 1 0 
curate 1 0 
cured 1 0 
curiosity 1 0 
curious 1 0 
curl 1 0 
curled 1 0 
curlslet 1 0 
currently 1 0 
cursed 1 0 
curses 1 0 
cursingdont 1 0 
curtains 1 0 
cushion 1 0 
custom 1 0 
cut 1 0 
cutting 1 0 
dacent 1 0 
dahn 1 0 
daily 1 0 
dainties 1 0 
dainty 1 0 
dairy 1 0 
dame 1 0 
damn 1 0 
damnable 1 0 
damnation 1 0 
damned 1 0 
damp 1 0 
damsel 1 0 
dance 1 0 
danger 1 0 
dangerously 1 0 
dare 1 0 
dared 1 0 
daresay 1 0 
daring 1 0 
dark 1 0 
darkened 1 0 
darling 1 0 
darlings 1 0 
dart 1 0 
dash 1 0 
dashed 1 0 
dashing 1 0 
daubed 1 0 
daughter 1 0 
dawn 1 0 
day 1 0 
daylight 1 0 
days 1 0 
dead 1 0 
deal 1 0 
dean 1 0 
dear 1 0 
dearth 1 0 
death 1 0 
deceive 1 0 
deceived 1 0 
decent 1 0 
decided 1 0 
decision 1 0 
decked 1 0 
declare 1 0 
declared 1 0 
declined 1 0 
decorum 1 0 
deed 1 0 
deeds 1 0 
deemed 1 0 
deep 1 0 
deepened 1 0 
deeply 1 0 
default 1 0 
defence 1 0 
defer 1 0 
deficiency 1 0 
deficient 1 0 
defied 1 0 
defies 1 0 
defying 1 0 
degradation 1 0 
degrade 1 0 
degrading 1 0 
delectably 1 0 
delf 1 0 
deliberate 1 0 
deliberately 1 0 
delight 1 0 
delighted 1 0 
delightedly 1 0 
delightful 1 0 
delirium 1 0 
deliver 1 0 
deliverance 1 0 
delivered 1 0 
deluded 1 0 
deluge 1 0 
demand 1 0 
demanded 1 0 
demonstrations 1 0 
den 1 0 
denial 1 0 
denounce 1 0 
depart 1 0 
departed 1 0 
departseventy 1 0 
departure 1 0 
deplorable 1 0 
deposited 1 0 
depreciation 1 0 
depressed 1 0 
depression 1 0 
depressions 1 0 
deprived 1 0 
depths 1 0 
descend 1 0 
descended 1 0 
descent 1 0 
describe 1 0 
describing 1 0 
deserted 1 0 
deserve 1 0 
deserves 1 0 
designing 1 0 
desire 1 0 
desired 1 0 
desires 1 0 
desiring 1 0 
desirous 1 0 
desisting 1 0 
despatched 1 0 
desperate 1 0 
despise 1 0 
dessert 1 0 
destroy 1 0 
detainers 1 0 
detected 1 0 
deterioration 1 0 
determine 1 0 
determined 1 0 
detestably 1 0 
detestablyi 1 0 
devil 1 0 
devils 1 0 
devotion 1 0 
devour 1 0 
diabolical 1 0 
diamonda 1 0 
diamonds 1 0 
dice 1 0 
did 1 0 
didnt 1 0 
didst 1 0 
die 1 0 
died 1 0 
difference 1 0 
different 1 0 
differently 1 0 
difficult 1 0 
difficulty 1 0 
dig 1 0 
dignified 1 0 
dignity 1 0 
dilating 1 0 
dilatory 1 0 
dim 1 0 
dinner 1 0 
dinnertime 1 0 
dinthey 1 0 
dips 1 0 
directed 1 0 
directing 1 0 
directions 1 0 
directly 1 0 
directlyshe 1 0 
dirty 1 0 
disadvantage 1 0 
disagreeably 1 0 
disagreement 1 0 
disagreements 1 0 
disappearance 1 0 
disappointment 1 0 
disarrange 1 0 
discerned 1 0 
discipline 1 0 
disclosure 1 0 
discomfiture 1 0 
discontent 1 0 
discourse 1 0 
discoursing 1 0 
discover 1 0 
discovered 1 0 
discussing 1 0 
disdaining 1 0 
disease 1 0 
disengage 1 0 
disguise 1 0 
disgust 1 0 
dish 1 0 
dishcloth 1 0 
dishes 1 0 
dislike 1 0 
disliked 1 0 
dismal 1 0 
dismally 1 0 
dismiss 1 0 
dismissal 1 0 
dismisses 1 0 
dismount 1 0 
disorderly 1 0 
displayed 1 0 
displaying 1 0 
displeasure 1 0 
disposed 1 0 
disposition 1 0 
dispute 1 0 
dissipation 1 0 
distance 1 0 
distasteful 1 0 
distinction 1 0 
distinctly 1 0 
distinguished 1 0 
distresses 1 0 
disturbance 1 0 
disturbed 1 0 
disturber 1 0 
dived 1 0 
divert 1 0 
diverted 1 0 
divested 1 0 
divided 1 0 
dividing 1 0 
divil 1 0 
divils 1 0 
do 1 0 
doand 1 0 
doctor 1 0 
does 1 0 
doesnt 1 0 
dog 1 0 
doggedly 1 0 
dogs 1 0 
doing 1 0 
doleful 1 0 
doll 1 0 
domineer 1 0 
domineering 1 0 
done 1 0 
donning 1 0 
donow 1 0 
dont 1 0 
doomed 1 0 
doonce 1 0 
door 1 0 
doors 1 0 
doorway 1 0 
dot 1 0 
dote 1 0 
doted 1 0 
dotes 1 0 
dothats 1 0 
dots 1 0 
double 1 0 
doubt 1 0 
doubting 1 0 
doubtingly 1 0 
doubtless 1 0 
dour 1 0 
doves 1 0 
down 1 0 
downmost 1 0 
downs 1 0 
downstairs 1 0 
doze 1 0 
dozed 1 0 
dozen 1 0 
drag 1 0 
dragged 1 0 
drank 1 0 
draughts 1 0 
draw 1 0 
drawers 1 0 
drawing 1 0 
drawn 1 0 
dread 1 0 
dreaded 1 0 
dreadful 1 0 
dreadfully 1 0 
dream 1 0 
dreaming 1 0 
dreams 1 0 
dreamt 1 0 
dreary 1 0 
drenched 1 0 
dress 1 0 
dressed 1 0 
dresser 1 0 
dressing 1 0 
drew 1 0 
dried 1 0 
drifts 1 0 
drink 1 0 
drinking 1 0 
dripping 1 0 
drive 1 0 
driving 1 0 
droll 1 0 
drop 1 0 
dropped 1 0 
drops 1 0 
drove 1 0 
drowned 1 0 
drowsy 1 0 
drunk 1 0 
dry 1 0 
duck 1 0 
due 1 0 
dumb 1 0 
dungeon 1 0 
dunnock 1 0 
during 1 0 
dusk 1 0 
dusky 1 0 
dust 1 0 
dusters 1 0 
duties 1 0 
duty 1 0 
dwelling 1 0 
dwindling 1 0 
dying 1 0 
each 1 0 
eager 1 0 
eagerly 1 0 
ear 1 0 
earlier 1 0 
early 1 0 
earn 1 0 
earned 1 0 
earnest 1 0 
earnestly 1 0 
earning 1 0 
earnshaw 1 0 
earnshaws 1 0 
ears 1 0 
earswere 1 0 
earth 1 0 
ease 1 0 
easily 1 0 
east 1 0 
easy 1 0 
eat 1 0 
eaten 1 0 
eating 1 0 
eavesdropper 1 0 
echo 1 0 
edgar 1 0 
edgars 1 0 
edge 1 0 
education 1 0 
een 1 0 
effect 1 0 
effected 1 0 
effects 1 0 
egg 1 0 
egotism 1 0 
egress 1 0 
eight 1 0 
eighteen 1 0 
either 1 0 
ejaculatedah 1 0 
elastic 1 0 
elbows 1 0 
electric 1 0 
elegance 1 0 
elegant 1 0 
elevated 1 0 
elevation 1 0 
eleven 1 0 
ellen 1 0 
else 1 0 
elsewhere 1 0 
em 1 0 
embalming 1 0 
embarrassment 1 0 
embellishment 1 0 
embers 1 0 
embrace 1 0 
embracing 1 0 
emotion 1 0 
emperor 1 0 
emphatically 1 0 
employing 1 0 
emptied 1 0 
empty 1 0 
enable 1 0 
enabled 1 0 
enchanting 1 0 
enclosed 1 0 
encounter 1 0 
encountering 1 0 
encourage 1 0 
encouraged 1 0 
end 1 0 
endeavoured 1 0 
endeavouring 1 0 
ended 1 0 
endurance 1 0 
endure 1 0 
endured 1 0 
enemies 1 0 
enemy 1 0 
energetically 1 0 
eneugh 1 0 
engage 1 0 
engaged 1 0 
engaging 1 0 
england 1 0 
english 1 0 
enjoy 1 0 
enjoying 1 0 
enjoyment 1 0 
enormous 1 0 
enough 1 0 
enow 1 0 
ensued 1 0 
ensure 1 0 
enter 1 0 
entered 1 0 
entering 1 0 
entertain 1 0 
entertained 1 0 
entertaining 1 0 
entertainment 1 0 
entertains 1 0 
enticed 1 0 
entire 1 0 
entirely 1 0 
entrance 1 0 
entreated 1 0 
entreaties 1 0 
envied 1 0 
envious 1 0 
envy 1 0 
envying 1 0 
epithet 1 0 
equal 1 0 
equality 1 0 
equalled 1 0 
equally 1 0 
equanimity 1 0 
erase 1 0 
ere 1 0 
erect 1 0 
erected 1 0 
errand 1 0 
errands 1 0 
error 1 0 
escape 1 0 
escaped 1 0 
escaping 1 0 
especially 1 0 
established 1 0 
establishment 1 0 
estate 1 0 
esteem 1 0 
esteemed 1 0 
estimating 1 0 
eternal 1 0 
eternally 1 0 
eve 1 0 
even 1 0 
evening 1 0 
eveninghe 1 0 
evenings 1 0 
event 1 0 
events 1 0 
ever 1 0 
every 1 0 
everybody 1 0 
everyday 1 0 
everyone 1 0 
everything 1 0 
everywhere 1 0 
evidence 1 0 
evidently 1 0 
evil 1 0 
evince 1 0 
evinced 1 0 
evincing 1 0 
exactly 1 0 
exaggerated 1 0 
exalting 1 0 
examine 1 0 
examined 1 0 
example 1 0 
exceeded 1 0 
exceedingly 1 0 
excellently 1 0 
except 1 0 
excepting 1 0 
exception 1 0 
excess 1 0 
exchange 1 0 
exchanged 1 0 
exchanging 1 0 
excited 1 0 
excitement 1 0 
exciting 1 0 
exclaim 1 0 
exclaimed 1 0 
exclaiming 1 0 
exclaimingi 1 0 
exclude 1 0 
excursion 1 0 
excuse 1 0 
excused 1 0 
execrated 1 0 
execrations 1 0 
execute 1 0 
execution 1 0 
executionyou 1 0 
exercise 1 0 
exhausting 1 0 
exhibit 1 0 
exhibition 1 0 
existence 1 0 
exotic 1 0 
expect 1 0 
expectations 1 0 
expected 1 0 
expecting 1 0 
expense 1 0 
expenses 1 0 
experience 1 0 
experienced 1 0 
explain 1 0 
explained 1 0 
explaining 1 0 
explanation 1 0 
explode 1 0 
exposing 1 0 
expostulated 1 0 
expostulating 1 0 
expostulations 1 0 
express 1 0 
expressed 1 0 
expression 1 0 
expressionhalf 1 0 
expressions 1 0 
extent 1 0 
exterior 1 0 
external 1 0 
extinguished 1 0 
extinguishing 1 0 
extract 1 0 
extreme 1 0 
extremely 1 0 
extremities 1 0 
exuberance 1 0 
eye 1 0 
eyed 1 0 
eyes 1 0 
eyesangels 1 0 
eyestheres 1 0 
face 1 0 
faces 1 0 
fact 1 0 
faculties 1 0 
faded 1 0 
fading 1 0 
fahl 1 0 
fail 1 0 
failed 1 0 
failings 1 0 
fair 1 0 
fairies 1 0 
fairly 1 0 
faith 1 0 
fall 1 0 
fallen 1 0 
falling 1 0 
falls 1 0 
falsehood 1 0 
falsehoods 1 0 
familiar 1 0 
family 1 0 
fancied 1 0 
fancy 1 0 
fantastic 1 0 
far 1 0 
farm 1 0 
farmer 1 0 
farming 1 0 
farther 1 0 
fashion 1 0 
fast 1 0 
fasted 1 0 
fasten 1 0 
faster 1 0 
fastidiousness 1 0 
fasting 1 0 
fate 1 0 
father 1 0 
fatherless 1 0 
fathers 1 0 
fathurs 1 0 
fatigue 1 0 
fault 1 0 
faults 1 0 
favourite 1 0 
favours 1 0 
fawn 1 0 
fear 1 0 
feared 1 0 
fearful 1 0 
fearfully 1 0 
feast 1 0 
feathered 1 0 
feature 1 0 
featured 1 0 
features 1 0 
